id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genres
27L8sESb3KR79asDUBu8nW,0.00207,0.774,0.75,1.78e-05,11,0.0808,-4.927,0,0.0412,118.015,4,0.927,alternative
4ggo5rAZk8bcltfVRSX2S3,0.631,0.57,0.0212,0.887,9,0.111,-21.818,1,0.0389,80.01,4,0.0427,alternative
1EryAkZ0VHstC6haIxVBiE,0.000824,0.367,0.634,0.0759,5,0.116,-6.475,1,0.027,89.981,4,0.0964,alternative
7z2Hp4cj9FaG2jSm0VrIsd,0.0019,0.637,0.924,0,11,0.0763,-5.75,0,0.0711,140.041,4,0.849,alternative
1YLJVmuzeM2YSUkCCaTNUB,0.0416,0.492,0.81,0.00379,7,0.117,-5.315,1,0.0847,149.954,4,0.245,alternative
6XPX0VVpuGz26KJ3tuFGk0,0.0512,0.792,0.979,0.954,1,0.358,-7.778,1,0.146,132.0,4,0.871,alternative
09gysnJpfQ3ublBmJDfcEC,0.433,0.87,0.523,2.07e-05,1,0.113,-8.052,0,0.0602,110.02,4,0.319,alternative
1qDuxbt4DmEYtLxbZG3HTk,0.923,0.192,0.112,0.78,8,0.0945,-20.116,1,0.037,144.843,4,0.0478,alternative
70wYA8oYHoMzhRRkARoMhU,0.000152,0.467,0.988,0.0484,11,0.28,-3.313,1,0.112,130.433,4,0.321,alternative
24bLr7IaEuarRXccSLenpJ,0.904,0.154,0.161,0.242,9,0.101,-20.413,0,0.0402,43.52,3,0.0313,alternative
6W21LNLz9Sw7sUSNWMSHRu,2.23e-05,0.353,0.898,0.105,2,0.39,-5.877,1,0.052,103.293,4,0.525,alternative
4H3MgvdrZrz7GQJIZgTpcJ,2.33e-05,0.34,0.915,0,10,0.0572,-4.772,0,0.169,140.15,4,0.36,alternative
2lwwrWVKdf3LR9lbbhnr6R,0.013,0.649,0.888,2.23e-06,6,0.0888,-4.807,1,0.0293,100.975,4,0.553,alternative
2OlIw4IBAkNHBCSWrkNaro,3.47e-05,0.273,0.905,0.23,2,0.301,-8.992,1,0.0787,114.427,4,0.148,alternative
42et6fnHCw1HIPSrdPprMl,0.00832,0.64,0.864,0,7,0.123,-6.576,1,0.0314,102.026,4,0.701,alternative
5hcyqjUUQPrchbvuTUE7Ei,0.965,0.332,0.0578,0.828,4,0.094,-24.861,0,0.037,116.506,4,0.187,alternative
1fBl642IhJOE5U319Gy2Go,0.000346,0.482,0.833,0,5,0.365,-5.611,1,0.0449,148.039,4,0.74,alternative
4H4tssdQGAam9FJDoVy7ge,0.699,0.815,0.989,0.972,0,0.0733,-7.322,1,0.054,124.064,4,0.169,alternative
3mwvKOyMmG77zZRunnxp9E,0.00271,0.556,0.92,0.00021,8,0.117,-4.606,1,0.0367,121.138,4,0.771,alternative
45RUIkN0ukCf0XAHYJxZxF,0.00173,0.55,0.752,0.23,10,0.0803,-10.793,1,0.0314,140.918,4,0.961,alternative
1zN6ynJG4PdR61YWv4PQ3Y,0.0216,0.473,0.871,0,9,0.0525,-4.893,1,0.0456,146.975,4,0.47,alternative
0Niq9d95EpIzUC3zTEFU84,0.11,0.47,0.491,0,8,0.157,-10.535,1,0.0297,165.986,4,0.288,alternative
2xql0pid3EUwW38AsywxhV,0.114,0.648,0.594,0.0462,11,0.116,-7.027,0,0.0293,113.983,4,0.544,alternative
0DXaDR3gtm3pO7y4HUaGDY,0.309,0.612,0.562,3.53e-06,8,0.138,-6.961,1,0.0291,75.988,4,0.512,alternative
7x8dCjCr0x6x2lXKujYD34,0.000917,0.433,0.959,0,9,0.028,-4.04,1,0.0431,172.984,4,0.365,alternative
26FW79oLkuNNK8mBYa4jfW,0.989,0.263,0.015,0.895,7,0.0982,-24.308,1,0.0454,137.606,3,0.0356,alternative
40rvBMQizxkIqnjPdEWY1v,0.000996,0.695,0.876,6.89e-06,3,0.106,-4.262,0,0.0553,89.954,4,0.941,alternative
2KkqSpOJPtMpNSvBIlP2XE,0.773,0.518,0.587,0.000137,7,0.558,-9.056,1,0.0465,134.993,4,0.239,alternative
0eu4C55hL6x29mmeAjytzC,0.186,0.7,0.49,0,0,0.117,-5.187,1,0.076,79.982,4,0.569,alternative
3FABmlRbItfImPQ3VKYMZ1,0.00892,0.705,0.697,4.48e-06,8,0.28,-7.222,0,0.116,142.044,4,0.105,alternative
5hc71nKsUgtwQ3z52KEKQk,0.195,0.61,0.788,0.0142,0,0.153,-5.724,1,0.0585,101.045,4,0.472,alternative
3NoqKqiEcLJdPblceGW308,4.14e-05,0.408,0.99,0.878,9,0.363,-8.064,0,0.0612,139.965,4,0.184,alternative
18lR4BzEs7e3qzc0KVkTpU,0.0141,0.623,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,0.287,alternative
3MM9TQ90rYpWn0uIrsNeKj,3.31e-05,0.387,0.99,0.906,10,0.197,-5.551,0,0.0939,181.23,4,0.195,alternative
4e9eGQYsOiBcftrWXwsVco,0.000915,0.364,0.922,0.0346,0,0.0697,-4.217,0,0.0567,79.342,4,0.227,alternative
77hOoyucHjwPWJuOQUGyEN,0.109,0.784,0.322,0.268,1,0.118,-13.609,1,0.152,88.09,4,0.852,alternative
70L6nHORQsblY813yNqUR3,0.000362,0.47,0.859,0.00691,2,0.142,-3.663,1,0.0537,124.01,4,0.17,alternative
2BimuuCfb1UMjGbGaWby7N,0.817,0.479,0.217,0.891,10,0.116,-18.092,0,0.0381,99.94,3,0.219,alternative
0BRHnOFm6sjxN1i9LJrUDu,0.00666,0.494,0.939,0,1,0.139,-3.127,1,0.126,177.751,4,0.893,alternative
7xPhZYvHZzo9RnHKDANvmc,0.0036,0.268,0.798,0.577,9,0.11,-10.557,1,0.0482,131.901,4,0.582,alternative
0tZ3mElWcr74OOhKEiNz1x,0.0124,0.412,0.919,0.0601,5,0.424,-7.291,1,0.184,166.367,4,0.572,alternative
4206riYWYt3gvuOPaDSuVg,0.0953,0.597,0.662,0,9,0.186,-8.325,1,0.0318,113.491,4,0.726,alternative
37EJtTS7jT5WUyXGZzrwnI,0.156,0.491,0.942,0,7,0.367,-5.333,1,0.132,100.446,4,0.387,alternative
5xHEQqqRsOzruiw4je5nJn,0.0198,0.599,0.741,0.829,2,0.085,-10.626,1,0.0333,123.991,4,0.238,alternative
64BbK9SFKH2jk86U3dGj2P,0.00316,0.458,0.795,0.000202,0,0.0756,-3.265,1,0.0574,123.229,4,0.513,alternative
25B1zB3OmcFQDYY07Gb1MO,2.96e-05,0.436,0.865,0.676,0,0.303,-6.654,1,0.06,134.069,4,0.216,alternative
1gyee1JuFFiP476LQpRMYU,0.000671,0.509,0.843,0.000803,1,0.348,-3.318,0,0.0488,140.055,3,0.332,alternative
1EB692bWxkndGpM8V4JNq0,0.0572,0.629,0.792,1.53e-05,11,0.0487,-6.854,1,0.0288,123.065,4,0.704,alternative
1jJci4qxiYcOHhQR247rEU,0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.172,alternative
09u787BYeYIGd2mFIJ505t,0.523,0.756,0.713,3.35e-06,7,0.248,-6.917,1,0.102,125.064,4,0.59,british
6bGMSP3H9YqkmaLnaJTIoF,0.858,0.366,0.364,1.15e-05,0,0.165,-7.814,1,0.0433,165.902,4,0.459,british
4d0d2llNcQIHmaCgYTrODQ,0.051,0.594,0.682,4.56e-05,0,0.0919,-8.858,1,0.0487,82.487,4,0.76,british
61UuPxxYUvacEH6SHIK3sU,0.219,0.633,0.934,0.00021,0,0.0592,-3.594,1,0.0344,128.606,4,0.963,british
0RfzQhbvtn5lOaKdhpAni7,0.518,0.583,0.486,0,4,0.0665,-13.165,1,0.0759,87.837,4,0.513,british
2uhEKg8kIzpdvz4gyy6x8W,0.3,0.545,0.485,0.00137,8,0.119,-9.941,1,0.151,80.401,4,0.341,british
5h6SovHOYpIMlAkafxcbq3,0.0398,0.652,0.94,0.782,2,0.0567,-7.927,1,0.0776,91.242,4,0.72,british
4mGdjNMo0RonTlOEb7cYg4,0.0116,0.464,0.852,0,11,0.108,-3.804,1,0.067,160.075,4,0.233,british
4F1AgKpuFRMLEgtPETVwZk,0.207,0.398,0.392,0,7,0.102,-9.05,1,0.0282,184.267,3,0.378,british
78twQ5XCFJMTE37ZSU0gsj,0.266,0.793,0.859,0.000356,0,0.133,-3.774,1,0.0332,129.911,4,0.964,british
4hq0S6wznq7SHDyMOFXL9i,0.5,0.615,0.91,0.511,11,0.281,-4.248,1,0.0347,111.013,4,0.77,british
43dcCpx19I0R4zLr4KH1UC,0.295,0.528,0.468,0,5,0.165,-5.306,1,0.0287,154.974,3,0.185,british
0ijHEBUBXIJPp5ubUkDLQi,0.742,0.72,0.274,0,1,0.11,-7.623,0,0.0276,105.929,4,0.179,british
4joiWvli4qJVEW6qZV2i2J,0.207,0.416,0.563,0,1,0.343,-8.724,0,0.0298,77.56,4,0.9,british
3KiexfmhxHvG5IgAElmTkd,0.27,0.491,0.801,0,4,0.0665,-9.835,1,0.0361,160.109,4,0.971,british
2Iyfw8YfKruAagJwGc4G07,0.871,0.561,0.111,0.205,8,0.103,-15.11,0,0.0324,148.191,4,0.0607,british
4RyjMERDcCJHTkFpXzgUw4,0.214,0.644,0.4,0,3,0.0866,-5.713,1,0.0304,115.025,4,0.227,british
3evG0BIqEFMMP7lVJh1cSf,0.568,0.593,0.289,0.000829,4,0.0928,-11.049,1,0.0259,77.119,4,0.733,british
6EOKwO6WaLal58MSsi6U4W,0.836,0.521,0.301,0,4,0.398,-7.118,0,0.0356,137.382,4,0.621,british
6KOtheMY0KN4s9TrQHr9It,0.467,0.464,0.824,0.018,10,0.33,-7.359,1,0.0374,109.298,4,0.539,british
5lmGgOaixbwKHtpTzjJoqx,0.299,0.732,0.494,0.205,6,0.0919,-13.571,0,0.0406,126.986,4,0.799,british
29pzjF6ZkzcW3ofgOVbF0t,0.369,0.213,0.634,0.00199,4,0.359,-12.967,0,0.0596,174.443,4,0.354,british
2mxByJWOajjiVsLWjNXvDJ,0.0126,0.422,0.656,0.0279,4,0.268,-8.412,1,0.0397,173.93,3,0.549,british
2RnPATK99oGOZygnD2GTO6,0.365,0.705,0.515,0,4,0.389,-9.343,1,0.0337,112.035,4,0.803,british
29b2b96jozyD9GPCkOrVLs,0.12,0.665,0.782,4.19e-06,6,0.125,-8.438,0,0.0307,137.453,4,0.731,british
7n3WO6ESKS1uCI9fgkGs66,0.202,0.383,0.516,0.193,9,0.114,-12.032,0,0.0344,118.144,4,0.371,british
1uBsu3PbD2909UBIfEMLvK,0.0744,0.595,0.885,0.534,3,0.0844,-7.688,1,0.0518,137.243,4,0.643,british
4dkoqJrP0L8FXftrMZongF,0.361,0.257,0.412,8.68e-05,1,0.0702,-11.788,1,0.0287,152.126,4,0.858,british
3eVo0wD4kGwF3gshtecZso,0.021,0.626,0.504,0.00843,11,0.0684,-14.978,1,0.073,98.391,4,0.713,british
3uliGwmB52ZA7brgpZMzyH,0.337,0.484,0.293,0.00627,0,0.146,-16.544,1,0.0311,165.008,4,0.562,british
2c6xRsQBv7pynuhYhWoHxo,0.749,0.594,0.37,3.2e-05,4,0.132,-10.561,0,0.173,145.601,4,0.329,british
0IhUdJRoolbYeEMPL59XPm,0.0555,0.263,0.759,0,0,0.231,-7.288,1,0.0431,179.904,4,0.429,british
1j2LuIf7mv15ZVug1Xy5qz,0.562,0.742,0.42,4.12e-05,9,0.0402,-6.797,1,0.031,134.624,3,0.594,british
78JmElAFmrPNhLjovDR9Jm,0.262,0.551,0.86,4.57e-06,7,0.0558,-7.839,1,0.0796,136.921,4,0.723,british
2QTDuJIGKUjR7E2Q6KupIh,0.0249,0.259,0.583,0.978,2,0.328,-9.489,1,0.0418,111.153,4,0.24,british
01SfTM5nfCou5gQL70r6gs,0.326,0.419,0.152,0.0034,0,0.113,-12.126,1,0.0277,80.608,4,0.239,british
5J2CHimS7dWYMImCHkEFaJ,0.137,0.59,0.805,0,0,0.0996,-6.481,1,0.0371,138.514,4,0.797,british
23IJ5wLRhEZ9DOuia5mPiZ,0.262,0.651,0.648,0.0042,9,0.0655,-11.409,1,0.0501,156.372,4,0.49,british
5By7Pzgl6TMuVJG168VWzS,0.652,0.578,0.29,0,5,0.105,-12.501,0,0.0341,117.403,4,0.666,british
65vdMBskhx3akkG9vQlSH1,0.64,0.767,0.331,0,1,0.0681,-10.777,0,0.0337,113.312,4,0.636,british
3BlHX4AXqGkTVtKNE3ZeIK,0.000352,0.732,0.83,0.123,9,0.227,-8.552,1,0.0527,135.544,4,0.858,british
2BOHvbUYi7xvV2zXcoQFfs,0.000352,0.732,0.83,0.123,9,0.227,-8.552,1,0.0527,135.544,4,0.858,british
1CFXdlUDOjuChq37DDDCmg,0.0133,0.496,0.858,0.0675,5,0.349,-7.927,0,0.0922,159.69,4,0.773,british
7wyyT6zT1mpNjZsxOHV11m,0.516,0.703,0.668,0,9,0.0588,-9.237,1,0.22,116.039,4,0.561,british
7vvRkLPIvfjjmCIqNxBuEZ,0.0515,0.817,0.484,0.000213,7,0.0391,-11.659,1,0.143,100.978,4,0.671,british
6BD1X1PeV5UzYUdiVaD2yL,0.434,0.7,0.726,1.1e-06,2,0.0963,-7.717,1,0.0329,130.109,4,0.641,british
0cJPLFrlV7TTCyPLupHzcH,0.301,0.686,0.92,0.27,2,0.0807,-6.231,1,0.0566,135.027,4,0.225,british
48ZjHLkaHpXIlGGYUlb3bZ,0.282,0.66,0.583,0,4,0.0553,-7.361,1,0.0512,125.44,4,0.941,british
3RPerpXuNznZbCuWYEBz5i,0.807,0.417,0.425,0.732,2,0.097,-10.99,1,0.032,88.272,4,0.506,british
06ypiqmILMdVeaiErMFA91,0.0173,0.754,0.571,0,2,0.3,-8.547,1,0.0421,122.463,4,0.82,british
5VA4Ispp52EA1sOqzMz3Av,0.0728,0.776,0.603,6.25e-05,5,0.111,-5.696,1,0.0343,96.888,4,0.921,dance
2q4rjDy9WhaN3o9MvDbO21,0.0185,0.758,0.712,0,7,0.0677,-3.781,1,0.112,149.998,4,0.795,dance
6PwjJ58I4t7Mae9xfZ9l9v,9.04e-05,0.497,0.97,0.000674,10,0.101,-4.851,0,0.0836,138.081,4,0.689,dance
0VO8gYVDSwM1Qdd2GsMoYK,0.0027,0.553,0.659,0,8,0.105,-7.295,1,0.0391,120.146,4,0.105,dance
7ySUcLPVX7KudhnmNcgY2D,0.0105,0.769,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,dance
1IIKrJVP1C9N7iPtG6eOsK,0.316,0.755,0.578,0,0,0.25,-8.932,0,0.145,94.148,4,0.581,dance
3TGRqZ0a2l1LRblBkJoaDx,0.0114,0.783,0.58,2.28e-06,7,0.108,-6.548,1,0.0408,120.021,4,0.66,dance
3QGsuHI8jO1Rx4JWLUh9jd,0.106,0.444,0.819,0,10,0.107,-4.078,0,0.341,82.695,4,0.747,dance
14OxJlLdcHNpgsm4DRwDOB,0.0702,0.729,0.65,6.69e-05,5,0.0829,-3.539,1,0.0313,110.02,4,0.347,dance
7EQGXaVSyEDsCWKmUcfpLk,0.00498,0.711,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.801,dance
5jsw9uXEGuKyJzs0boZ1bT,0.0151,0.752,0.754,0,1,0.0486,-6.684,1,0.0615,149.789,4,0.755,dance
6YUTL4dYpB9xZO5qExPf05,0.0211,0.596,0.856,0.0178,4,0.141,-3.556,0,0.0346,127.949,4,0.743,dance
1hGy2eLcmC8eKx7qr1tOqx,0.15,0.762,0.661,0,1,0.256,-6.075,0,0.0687,130.009,4,0.769,dance
1Je1IMUlBXcx1Fz0WE7oPT,0.101,0.768,0.864,0,11,0.162,-6.145,1,0.0324,110.008,4,0.891,dance
1gugDOSMREb34Xo0c1PlxM,0.000569,0.494,0.951,0,9,0.327,-4.237,1,0.132,160.025,4,0.441,dance
3LmvfNUQtglbTrydsdIqFU,0.0339,0.837,0.462,0,0,0.09,-7.89,1,0.0601,139.986,4,0.762,dance
0Ryd8975WihbObpp5cPW1t,0.119,0.4,0.795,0,10,0.159,-3.731,0,0.461,190.097,4,0.702,dance
4kV4N9D1iKVxx1KLvtTpjS,0.0421,0.726,0.554,0,5,0.106,-5.29,0,0.0917,169.999,4,0.335,dance
2TeLIzFBe3hxkPR5FIQZut,0.343,0.656,0.627,2.17e-05,7,0.124,-6.627,0,0.0379,99.933,4,0.481,dance
0O45fw2L5vsWpdsOdXwNAR,0.0584,0.967,0.583,0,7,0.0519,-5.562,0,0.0789,117.0,4,0.964,dance
3WkibOpDF7cQ5xntM1epyf,0.0561,0.853,0.606,0,0,0.313,-4.596,1,0.0713,94.759,4,0.654,dance
1uNePI826aqh9uC9pgbeHU,0.019,0.822,0.654,0,0,0.233,-4.623,1,0.132,119.884,4,0.421,dance
4dTaAiV9xFFCxnPur9c9yL,0.0015,0.561,0.87,2.82e-06,8,0.246,-6.103,1,0.343,129.98,4,0.498,dance
5WoaF1B5XIEnWfmb5NZikf,0.173,0.674,0.506,0,6,0.0866,-10.532,1,0.0434,145.965,4,0.183,dance
6HfOzLLjsaXsehIFEsrxTk,0.155,0.746,0.687,0,1,0.137,-7.475,1,0.382,143.931,4,0.283,dance
0QBzMgT7NIeoCYy3sJCof1,0.182,0.756,0.697,0,8,0.333,-6.377,1,0.0401,94.996,4,0.956,dance
1mKXFLRA179hdOWQBwUk9e,0.346,0.778,0.547,0.000302,2,0.132,-7.273,1,0.0489,95.002,4,0.441,dance
1y4eb6hmAvsqlDOl3fx9kk,7.95e-05,0.706,0.841,0,7,0.0688,-3.956,1,0.0418,132.032,4,0.861,dance
3Dv1eDb0MEgF93GpLXlucZ,0.264,0.787,0.673,3.35e-06,11,0.0904,-4.583,0,0.159,110.962,4,0.779,dance
5vlEg2fT4cFWAqU5QptIpQ,0.173,0.706,0.751,0,9,0.168,-6.323,1,0.0708,91.031,4,0.195,dance
4TsmezEQVSZNNPv5RJ65Ov,0.000155,0.779,0.64,0.00077,7,0.101,-8.415,1,0.159,99.019,4,0.498,dance
3xrn9i8zhNZsTtcoWgQEAd,0.00165,0.662,0.741,0.0303,0,0.114,-5.406,1,0.0334,131.0,4,0.404,dance
4hPpVbbakQNv8YTHYaOJP4,0.0644,0.659,0.625,0,4,0.582,-2.253,1,0.045,88.042,4,0.442,dance
1ri9ZUkBJVFUdgwzCnfcYs,0.0934,0.843,0.7,0,4,0.14,-3.563,0,0.0803,93.991,4,0.899,dance
2d8JP84HNLKhmd6IYOoupQ,0.0244,0.746,0.873,0,7,0.354,-3.803,1,0.128,148.075,4,0.817,dance
6sxptembJVty4sNtcPMAVz,0.581,0.657,0.639,0,10,0.278,-7.527,1,0.0412,124.882,4,0.674,dance
1TfqLAPs4K3s2rJMoCokcS,0.225,0.692,0.711,0,0,0.12,-7.498,0,0.0317,125.135,4,0.875,dance
5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268,dance
6xkryXuiZU360Lngd4sx13,0.139,0.669,0.727,0,7,0.123,-7.588,1,0.0353,102.322,4,0.807,dance
5YbPxJwPfrj7uswNwoF1pJ,0.131,0.795,0.565,0,3,0.0802,-4.457,0,0.0948,87.925,4,0.55,dance
63y6xWR4gXz7bnUGOk8iI6,0.0162,0.623,0.734,1.75e-06,9,0.145,-5.948,1,0.107,107.853,4,0.37,dance
4zN21mbAuaD0WqtmaTZZeP,0.0127,0.847,0.69,6e-05,1,0.0526,-7.877,0,0.0493,125.004,4,0.692,dance
0lHAMNU8RGiIObScrsRgmP,0.0678,0.604,0.788,0.153,0,0.127,-3.673,0,0.103,126.06,4,0.301,dance
2Lhdl74nwwVGOE2Gv35QuK,0.237,0.72,0.744,0,1,0.255,-6.938,0,0.12,78.953,4,0.619,dance
6lanRgr6wXibZr8KgzXxBl,0.309,0.421,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161,dance
1jEBSDN5vYViJQr78W7jr2,0.105,0.689,0.627,0.000321,6,0.0905,-5.692,1,0.308,184.008,4,0.905,dance
76hfruVvmfQbw0eYn1nmeC,0.152,0.774,0.753,0,4,0.0371,-5.446,0,0.0517,119.002,4,0.896,dance
0xzI1KAr0Yd9tv8jlIk3sn,0.0185,0.762,0.861,0,0,0.264,-3.296,1,0.0955,120.048,4,0.955,dance
7a53HqqArd4b9NF4XAmlbI,0.00786,0.637,0.69,0,1,0.124,-4.057,0,0.0405,129.857,4,0.457,dance
3uUuGVFu1V7jTQL60S1r8z,0.515,0.671,0.636,0.000411,6,0.172,-8.117,0,0.103,120.966,4,0.262,dance
22Z6ClJxSRovjPiswfCg3V,0.657,0.755,0.736,0,0,0.226,-9.594,1,0.107,106.777,4,0.953,rockabilly
3KHJcWcCoITtaP8q6XJkdY,0.726,0.518,0.52,0,8,0.233,-9.128,1,0.0362,152.791,4,0.682,rockabilly
0cDcnStZNlQe6FL9TwcUqQ,0.816,0.464,0.698,0.000111,4,0.334,-6.424,1,0.029,95.252,4,0.716,rockabilly
7qoaMWT3eRCKG1RN6dVuOY,0.707,0.439,0.638,0,3,0.175,-6.859,1,0.0307,69.57,4,0.781,rockabilly
6lt40iqr6BYucHN0WVken7,0.406,0.228,0.687,0.000699,0,0.146,-6.792,1,0.0395,189.75,3,0.434,rockabilly
4wrqtbZb8NsVwkKrsEDEBG,0.456,0.511,0.831,0.206,5,0.173,-8.53,1,0.0351,93.241,4,0.74,rockabilly
3bLuiLSi7aYHTSABCQxdbb,0.314,0.636,0.672,5.03e-06,10,0.0688,-6.788,0,0.0637,166.905,4,0.895,rockabilly
1a9EyBydOYhE7SGSodUIjP,0.563,0.662,0.535,0,10,0.125,-5.457,1,0.027,109.695,4,0.83,rockabilly
7B2pUwzvlbNG9D855r9ugf,0.852,0.488,0.648,0.914,5,0.13,-13.252,1,0.0305,156.35,4,0.949,rockabilly
0Tjdbd83LEAWrA0atsXMDJ,0.77,0.471,0.19,0.00385,7,0.129,-16.046,1,0.028,72.764,4,0.305,rockabilly
5My9DZVOQtAAlgW7IIEj22,0.456,0.295,0.722,0.00219,9,0.867,-9.274,1,0.0561,171.155,4,0.627,rockabilly
4YXKKnIZuk7UtXH5oC0ffa,0.592,0.676,0.708,0.000307,8,0.166,-12.115,0,0.0698,143.669,4,0.919,rockabilly
6vG4oazWuYOaMnHyLJmOMe,0.537,0.401,0.488,5.77e-05,11,0.828,-12.607,1,0.0534,147.132,4,0.621,rockabilly
06r30bE8T4VXXN7hI9o93L,0.32,0.662,0.471,4.25e-05,0,0.131,-8.048,1,0.0569,84.41,4,0.552,rockabilly
6ImmlZj8ysK2jDnqqbKp60,0.502,0.602,0.633,0,9,0.0614,-9.756,1,0.0314,98.995,4,0.931,rockabilly
2345kZ5rt8eHjO8CFpx3Yi,0.867,0.343,0.339,3.75e-06,0,0.109,-9.282,1,0.0283,103.504,3,0.404,rockabilly
1sbUdoRASGk8sOqCCCTlcB,0.73,0.58,0.306,0,5,0.157,-9.484,1,0.0296,79.978,4,0.72,rockabilly
7Fyo9lTrk6pjT1rVW3GlBG,0.812,0.377,0.615,0.000323,0,0.154,-8.431,1,0.0309,161.529,4,0.553,rockabilly
2eSj0HHwB9aHJQ7zFOu90G,0.804,0.44,0.196,8.95e-06,2,0.179,-17.375,1,0.0272,85.776,4,0.333,rockabilly
4HdRMye6yPWOFrfLLM7W6b,0.8,0.462,0.191,0,10,0.164,-11.901,1,0.0339,80.536,4,0.537,rockabilly
5iPiI5NTu09tx9CkVhM3pF,0.729,0.245,0.132,0.00185,0,0.964,-13.783,1,0.0315,83.813,4,0.174,rockabilly
2VGkf2IJXOSWouDhatlH3i,0.712,0.284,0.253,0.353,0,0.69,-14.6,1,0.0347,81.575,4,0.292,rockabilly
62p6cgUc0cdguS1DttbfKU,0.129,0.485,0.332,0.0668,8,0.0687,-13.288,1,0.0257,81.741,4,0.39,rockabilly
1eqGYJJr2z2GXK1i0hD3BC,0.811,0.571,0.196,0,3,0.142,-13.216,1,0.0278,88.728,4,0.555,rockabilly
5blcqgpsuKhm0WQwMsmywj,0.31,0.435,0.828,4.07e-05,0,0.667,-8.764,1,0.101,116.141,4,0.743,rockabilly
0zABw1PtGYHsU4VDpDZsra,0.0546,0.566,0.953,2.86e-05,9,0.0637,-6.504,1,0.0393,124.284,4,0.887,rockabilly
3rV13eMQR0G93DEYhpB09B,0.348,0.551,0.686,0,4,0.33,-11.969,1,0.0536,70.959,4,0.982,rockabilly
4wM7V31TsZzzDBEH02Hltb,0.917,0.421,0.201,0.000436,0,0.116,-12.399,1,0.0436,129.689,5,0.188,rockabilly
3U9Kkv90QElks0pzIgfAxw,0.112,0.626,0.453,0.226,9,0.0539,-10.118,1,0.0269,129.402,4,0.615,rockabilly
5kqXQHIgQ6UfFP9LfqPNgG,0.852,0.576,0.347,0.599,10,0.124,-18.755,1,0.0317,114.883,4,0.85,rockabilly
3bEECCaIejir3Amq4iTpCg,0.376,0.596,0.779,0.0134,8,0.231,-11.361,1,0.0388,109.533,4,0.798,rockabilly
4yT5usLhavd4mzP14LSiPU,0.836,0.295,0.374,0.385,2,0.137,-11.457,1,0.0293,145.302,3,0.293,rockabilly
6Tw5gpHfFlR3mgtkBWXl2j,0.947,0.533,0.103,0.000526,8,0.101,-14.832,1,0.0428,63.1,4,0.493,rockabilly
3UYtylPa55RqHS1YDGZoLs,0.768,0.785,0.432,1.61e-06,8,0.153,-8.333,0,0.044,97.746,4,0.824,rockabilly
1vGfZYrNSxT72PdgToMubU,0.747,0.418,0.766,0,11,0.222,-11.415,1,0.0862,171.755,4,0.906,rockabilly
3lWuagNhAzcqOikD5KnBku,0.622,0.61,0.379,0,2,0.144,-9.381,1,0.0278,97.166,4,0.48,rockabilly
7iwQPvyViIkyT0HWnatjnk,0.592,0.388,0.832,0,11,0.135,-9.718,1,0.0385,151.298,3,0.91,rockabilly
5NOITvzXKvrqsRqJz5FgIJ,0.797,0.434,0.458,0,2,0.0698,-8.861,1,0.0351,76.269,4,0.749,rockabilly
5u6gmrJaLVWj1wjhdT2REm,0.436,0.695,0.731,0,2,0.131,-8.449,1,0.0863,124.674,4,0.867,rockabilly
42VWiNs76HJuAkuoPWsMD3,0.154,0.462,0.912,0,10,0.884,-5.671,0,0.0439,96.666,4,0.766,rockabilly
2NkAoxQOr6MGdMB5JDTU81,0.849,0.479,0.506,2.69e-05,11,0.25,-8.175,1,0.0272,136.662,3,0.83,rockabilly
1MR7XamWS0XH6vZxeeRdE0,0.698,0.491,0.431,0,1,0.124,-12.257,1,0.0609,82.445,4,0.661,rockabilly
3Dp4MHlmyh2yNqdWakNZi2,0.0517,0.541,0.722,1.15e-05,7,0.122,-5.067,1,0.0262,115.209,4,0.632,rockabilly
7wO1SGOue1lTuTzmXsp6vm,0.872,0.684,0.247,0.000166,5,0.113,-13.71,1,0.0281,106.522,3,0.768,rockabilly
24bMh8AF6XZsklVgnHwlrP,0.614,0.366,0.788,3.61e-05,9,0.123,-7.001,1,0.0385,135.869,4,0.589,rockabilly
70UvKFI48DAQ2suS58bu5l,0.81,0.366,0.408,0,0,0.328,-4.85,1,0.0301,108.819,3,0.378,rockabilly
54xQKzGRXCOg2csW5CJRHS,0.304,0.602,0.756,0.00315,5,0.087,-7.321,0,0.0307,120.039,4,0.499,rockabilly
1mPt6pPmOcVYFsVqT2N03V,0.772,0.68,0.675,0,2,0.069,-7.998,1,0.191,84.967,4,0.805,rockabilly
4qbLOU1T7xgTH87eUSkvJ1,0.565,0.661,0.917,0.00202,4,0.134,-6.329,0,0.0375,105.289,4,0.893,rockabilly
3QzPRTZ6hocM2nTZYkdIq7,0.298,0.555,0.639,0.000645,0,0.638,-7.867,1,0.0313,129.173,4,0.871,rockabilly
